Scientific Name	Scientific Name Synonyms	English Name	English Name Synonyms	Species Code	Element Code	Global Status	Global Status Review Date	Prov Status	Prov Status Review Date	Prov Status Change Date	COSEWIC	COSEWIC Comments	BC List	Provincial FRPA	Land Use Objectives	Ecosection	Prov Wildlife Act	GOERT	MBCA	SARA	SARA Comments	General Status Canada	CITES	Name Category	Class (English)	Species Level	Kingdom	Phylum	Class	Order	Family	Forest Dist	MOE Region	Regional Dist	Municipality	BGC	Habitat Subtype	Origin	Presence	Breeding Bird	Ecosystem Group	Endemic	CDC Maps	Mapping Status	
Epargyreus clarus californicus		Silver-spotted Skipper, californicus subspecies		LE-EPACLA-CA	IILEP04021	G5TNR		S1	December 31, 2016	December 31, 2016	 	 	Red	 		 						 		Invertebrate Animal	insects	Subspecies	Animalia	Mandibulata	Insecta	Lepidoptera	Hesperiidae	DCK;DSC;DSI;DSQ	1;2	MVRD;CRD;STRD;SCRD	Victoria;Bowen Island;Vancouver;Powell River;Sechelt;West Vancouver	CDF;CWH		Native	Regularly occurring		 		Y		
Epilobium davuricum		Northern Swamp Willowherb		EPILDAV	PDONA06070	G5	January 18, 2012	SH	April 30, 2019	April 30, 2019	 	 	Red	 		 						4 - Secure (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Myrtales	Onagraceae	DFN;DHW;DSS_C	3;6;9	TNRD;SKRD;NRRD	 	BAFA;CMA;SWBun	Bog;Riparian Forest;Riparian Shrub;Stream/River;Meadow;Riparian Herbaceous;Gravel Bar	Native	Regularly occurring		 	N	Y		
Epilobium densiflorum	Boisduvalia densiflora	Dense Spike-primrose		EPILDEN	PDONA01020	G5	August 01, 1988	S2	April 30, 2019	March 31, 2018	E (May 2005)	 	Red	 		 		Y		1-E (Aug 2006)		1 - At Risk (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Myrtales	Onagraceae	DSI	1	CRD;CVRD;RDN	 	CDFmm	Meadow;Garry Oak Vernal Pool	Native	Regularly occurring		 	N	Y		
Epilobium hornemannii ssp. behringianum		Hornemann's Willowherb		EPILHOR1	PDONA060C1	G5T4	August 01, 2016	SH	April 30, 2019	April 30, 2019	 	 	Red	 		 						 		Vascular Plant	dicots	Subspecies	Plantae	Anthophyta	Dicotyledoneae	Myrtales	Onagraceae	DHW;DKM;DPC;DQC;DSS_C	6;7;9	SQCRD;KSRD;FFRD;PRRD;SKRD	 	CWHwh;ICHmm;ICHvc;SWBmk;SWBun	Bog;Fen;Swamp;Marsh;Riparian Shrub;Stream/River;Tundra;Glacier/Icefield;Meadow;Krummholtz;Sand Dune;Riparian Herbaceous;Alpine/Subalpine Meadow;Alpine Grassland;Heath;Fellfield;Nivation;Zoogenic	Native	Regularly occurring		 	N	Y		
Epilobium torreyi	Boisduvalia stricta	Brook Spike-primrose		EPILTOR	PDONA01050	G5	August 01, 1988	SH	April 30, 2019	March 31, 2018	E (Dec 2018)	 	Red	 		 		Y		1-E (Dec 2007)		1 - At Risk (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Myrtales	Onagraceae	DSI	1	CRD	 	CDFmm	Meadow;Grassland;Conifer Forest - Dry;Garry Oak Woodland;Garry Oak Vernal Pool	Native	Regularly occurring		 	N	Y		
Erebia mackinleyensis		Mt. McKinley Alpine	Beringian Alpine	LE-EREMAC	IILEPN8150	G5	June 14, 2016	S1S3	March 31, 2013	January 15, 2007	 	 	Red	 		 						6 - Not Assessed (2000)		Invertebrate Animal	insects	Species	Animalia	Mandibulata	Insecta	Lepidoptera	Nymphalidae	DFN	6;9	CBRD;NRRD	Quesnel	BAFA;BWBS;SWB	Cliff;Rock/Sparsely Vegetated Rock;Talus	Native	Regularly occurring		 	N	Y		
Erebia magdalena		Magdalena Alpine		LE-EREMAG	IILEPN8040	G5	September 01, 1998	S1S3	March 31, 2013	January 15, 2007	 	 	Red	 		 						6 - Not Assessed (2000)		Invertebrate Animal	insects	Species	Animalia	Mandibulata	Insecta	Lepidoptera	Nymphalidae	DHW	7;9	FFRD	 	ESSF;ICH;IMA	Talus	Native	Regularly occurring		 	N	Y		
Erebia pawloskii	Erebia pawlowskii	Yellow-dotted Alpine	Mountain Alpine	LE-EREPAW	IILEPN8070	G5	February 14, 2016	S1S3	March 31, 2013	January 15, 2007	 	 	Red	 		 						6 - Not Assessed (2000)		Invertebrate Animal	insects	Species	Animalia	Mandibulata	Insecta	Lepidoptera	Nymphalidae	DFN	6;7;9	NRRD	Northern Rockies	BWBS;SWB	Bog;Meadow	Native	Regularly occurring		 	N	Y		
Eremobates scaber	Eremobates gladiolus	 		AR-ERESCA	ILARA77020	GNR		S2?	July 14, 2016	March 29, 1995	 	 	Red	 		 						 		Invertebrate Animal	arachnids	Species	Animalia	Chelicerata	Arachnida	Solifugae	Eremobatidae	DOS	 	 	 	 		Native	Regularly occurring		 		 		
Eremobates sp. 1		 		AR-ERESP1	ILARA77030	GNR		S1?	July 14, 2016	March 29, 1995	 	 	Red	 		 						 		Invertebrate Animal	arachnids	Species	Animalia	Chelicerata	Arachnida	Solifugae	Eremobatidae	DOS	 	 	 	 		Native	Regularly occurring		 	P	 		
Eremobates sp. 2		 		AR-ERESP2	ILARA77040	GNR		S1?	July 14, 2016	March 29, 1995	 	 	Red	 		 						 		Invertebrate Animal	arachnids	Species	Animalia	Chelicerata	Arachnida	Solifugae	Eremobatidae	DOS	 	 	 	 		Native	Regularly occurring		 	P	 		
Eremophila alpestris strigata		Horned Lark, Strigata Subspecies		B-HOLA-ST	ABPAT0201L	G5T2	April 07, 2016	SXB	April 08, 2019	January 23, 2009	E (May 2018)	 	Red	 		 		Y		1-E (Jul 2005)		 		Vertebrate Animal	birds	Subspecies	Animalia	Craniata	Aves	Passeriformes	Alaudidae	 	 	 	 	CDF;CWH	Estuary;Pasture/Old Field;Cultivated Field;Hedgerow;Rock/Sparsely Vegetated Rock;Meadow;Sand Dune;Beach;Urban/Suburban	Native	Regularly occurring	Y	 	N	Y		
Erigeron leibergii		Leiberg's Daisy		ERIGLEI	PDAST3M280	G3?	July 26, 2000	SH	April 30, 2019	April 30, 2019	DD (Nov 2016)	 	Red	 		 						2 - May be at risk (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Asterales	Asteraceae	DOS	8	OSRD	 	IDFxh	Cliff;Rock/Sparsely Vegetated Rock;Talus	Native	Regularly occurring		 	N	Y		
Erigeron philadelphicus var. glaber		Salt Marsh Philadelphia Daisy		ERIGPHI1	PDAST3M365	G5T1	August 06, 2015	S1	March 31, 2013	March 31, 2013	 	 	Red	 		 						 		Vascular Plant	dicots	Variety	Plantae	Anthophyta	Dicotyledoneae	Asterales	Asteraceae	DCK;DCR;DSI	1;2	MVRD;ACRD;STRD	 	CDFmm;CWHxm		Native	Regularly occurring		 	Y	Y		
Erigeron uniflorus var. eriocephalus	Erigeron uniflorus ssp. eriocephalus	Northern Daisy		ERIGUNI2	PDAST3M461	G4G5T4T5	August 28, 2016	SH	April 30, 2019	April 30, 2019	 	 	Red	 		 						 		Vascular Plant	dicots	Variety	Plantae	Anthophyta	Dicotyledoneae	Asterales	Asteraceae	DMK;DSS_C	6;7	KSRD;PRRD;SKRD	 	BAFA;CMA;SWBun	Rock/Sparsely Vegetated Rock;Tundra;Meadow	Native	Regularly occurring		 	N	Y		
Erinacellus dendroides		 		 	NLT0028170	GNR		S1	April 29, 2019	April 29, 2019	 	 	Red	 		 						 		Fungus		Species	Plantae	Ascomycota	Lecanoromycetes	Peltigerales	Incertae sedis (Order: Peltigerales)	 	 	 	 	 		Native	Regularly occurring		 	N	N		
Eriogonum androsaceum		Androsace Buckwheat		ERIOAND	PDPGN08090	G4	July 08, 2016	SH	April 30, 2019	March 31, 2018	 	 	Red	 		 						4 - Secure (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Polygonales	Polygonaceae	DRM	4	EKRD	 	ESSFdk;IMA	Meadow	Native	Regularly occurring		 	N	Y		
Eriogonum heracleoides var. leucophaeum		Parsnip-flowered Buckwheat		 	PDPGN082R3	G5T2T3	June 25, 2004	S1S2			 	 	Red	 		 						 		Vascular Plant	dicots	Variety	Plantae	Anthophyta	Dicotyledoneae	Polygonales	Polygonaceae	 	 	 	 	 		Native	Regularly occurring		 		Y		
Eriogonum pyrolifolium var. coryphaeum		Alpine Buckwheat		ERIOPYR1	PDPGN084Z1	G4T4?	August 02, 2002	S2?	April 30, 2019	April 30, 2019	 	 	Red	 		 						 		Vascular Plant	dicots	Variety	Plantae	Anthophyta	Dicotyledoneae	Polygonales	Polygonaceae	DOS	8	OSRD	 	IMA	Rock/Sparsely Vegetated Rock;Talus;Tundra	Native	Regularly occurring		 	N	Y		
Eriophorum scheuchzeri Herbaceous Vegetation		Scheuchzer's Cotton-grass Herbaceous Vegetation		 	CEBC002035	GNR		S1S2	March 02, 2011	March 02, 2011	 	 	Red	 		SPK						 		Ecological Community		 	Plant Community	 	 	 	 	DCO	4	CSRD	 	ESSFdk2;ESSFdkp;IMA					Wetland Realm - Mineral Wetland Group: Alpine Wetland Class (Wa)	Y	N		
Erynnis afranius		Afranius Duskywing		LE-ERYAFR	IILEP37160	G5	June 14, 2016	S1S3	March 31, 2013	January 15, 2007	 	 	Red	 		 						6 - Not Assessed (2000)		Invertebrate Animal	insects	Species	Animalia	Mandibulata	Insecta	Lepidoptera	Hesperiidae	DKM	6	CBRD;KSRD;BNRD;FFRD	100 Mile House;Quesnel;Hazelton;New Hazelton;Vanderhoof;Prince George	CMA;CWH;ESSF;ICH;MH	Pasture/Old Field;Meadow;Grassland	Native	Regularly occurring		 	N	Y		
Erynnis propertius		Propertius Duskywing		LE-ERYPRO	IILEP37050	G5	August 16, 2009	S2	March 31, 2013	March 31, 2013	 	 	Red	 		 		Y				6 - Not Assessed (2000)		Invertebrate Animal	insects	Species	Animalia	Mandibulata	Insecta	Lepidoptera	Hesperiidae	DCK;DSI;DSQ	1;2;3	CRD;CVRD;RDN;CXRD;SLRD;FVRD	Victoria;Hope;Highlands;Langford;Sooke;Central Saanich;Lantzville;Chilliwack;Oak Bay;Abbotsford;View Royal;Colwood;North Saanich;Sidney;Metchosin;Parksville;Esquimalt;North Cowichan;Saanich;Ladysmith;Nanaimo;Duncan	CDF;CMA;CWH;MH	Meadow;Mixed Forest (deciduous/coniferous mix);Garry Oak Woodland	Native	Regularly occurring		 	N	Y		
Eubalaena japonica		North Pacific Right Whale	Northern Right Whale	M-EUJA	AMAGJ02020	G1	April 04, 2016	SH	December 08, 2006	November 30, 1995	E (May 2015)	 	Red	 		 				1-E (Aug 2006)		 	I	Vertebrate Animal	mammals	Species	Animalia	Craniata	Mammalia	Cetacea	Balaenidae	 	 	 	 	 	Sheltered Waters - Marine;Pelagic	Native	Regularly occurring		 	N	Y		
Euchloe ausonides insulanus		Large Marble, insulanus subspecies	Island Large Marble	LE-EUCAUS-IN	IILEPA5011	G5T1	October 12, 2010	SX	March 31, 2013	December 06, 1999	XT (Apr 2010)	 	Red	 		 		Y		1-XX (Jun 2003)		 		Invertebrate Animal	insects	Subspecies	Animalia	Mandibulata	Insecta	Lepidoptera	Pieridae	DSI	1	CRD;RDN	Victoria;Langford	CDF;CWH	Pasture/Old Field;Meadow;Grassland;Deciduous/Broadleaf Forest;Sand Dune	Native	Regularly occurring		 	N	Y		
Euonymus occidentalis var. occidentalis	Euonymus occidentalis	Western Wahoo		EUONOCC1	PDCEL05071	G5TNR		S1	April 30, 2019	February 11, 2000	 	 	Red	 		 						 		Vascular Plant	dicots	Variety	Plantae	Anthophyta	Dicotyledoneae	Celastrales	Celastraceae	DCR	1	CXRD	 	CWHxm	Riparian Forest;Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Garry Oak Woodland	Native	Regularly occurring		 	N	Y		
Euphydryas editha taylori		Edith's Checkerspot, Taylori Subspecies		LE-EUPEDI-TA	IILEPK405K	G5T1	September 30, 2008	S1	March 31, 2013	January 15, 2007	E (May 2011)	 	Red	 		 		Y		1-E (Jun 2003)		 		Invertebrate Animal	insects	Subspecies	Animalia	Mandibulata	Insecta	Lepidoptera	Nymphalidae	DCR;DSI	1	CRD;CVRD;CXRD	Victoria;Oak Bay;Courtenay;Esquimalt;Saanich;Duncan	CDF;CWH	Vernal Pools/Seasonal Seeps;Pasture/Old Field;Meadow;Grassland	Native	Regularly occurring		 	N	Y		
Euphydryas gillettii		Gillette's Checkerspot		LE-EUPGIL	IILEPK4010	G3	August 02, 2016	S2	March 31, 2013	January 15, 2007	 	 	Red	Y (Jun 2006)		 						6 - Not Assessed (2000)		Invertebrate Animal	insects	Species	Animalia	Mandibulata	Insecta	Lepidoptera	Nymphalidae	DRM	4	EKRD	Elkford;Sparwood	CMA;ESSF;MS	Riparian Forest;Riparian Shrub;Meadow;Mixed Forest (deciduous/coniferous mix);Riparian Herbaceous;Gravel Bar	Native	Regularly occurring		 	N	Y		
Euphyes vestris		Dun Skipper		LE-EUPVES	IILEP77100	G5	February 15, 2016	S2	March 31, 2013	March 31, 2013	T (Apr 2013)	 	Red	 		 		Y		1-T (Jun 2003)		6 - Not Assessed (2000)		Invertebrate Animal	insects	Species	Animalia	Mandibulata	Insecta	Lepidoptera	Hesperiidae	DCK;DCR;DCS;DSC;DSI;DSQ	1;2;3	MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SLRD;TNRD;FVRD	Hope;Highlands;Langford;Kent;Central Saanich;Lantzville;Chilliwack;Abbotsford;North Cowichan;Saanich	CDF;CMA;CWH;ESSF;IDF;IMA;MH;PP	Vernal Pools/Seasonal Seeps;Meadow	Native	Regularly occurring		 	N	Y		
Eurybia radulina	Aster radulinus	Rough-leaved Aster		EURYRAD	PDASTEB0K0	G4G5	August 01, 1988	S2	April 30, 2019	April 29, 2015	 	 	Red	 		 						2 - May be at risk (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Asterales	Asteraceae	DSI	1	CRD	 	CDFmm;CWHxm	Rock/Sparsely Vegetated Rock;Conifer Forest - Dry;Garry Oak Woodland	Native	Regularly occurring		 	N	Y		
Evernia perfragilis		Arctic oakmoss		EVERPER	NLT0010690	G4G5	June 11, 2013	SH	April 29, 2019	April 29, 2019	 	 	Red	 		 						 		Fungus		Species	Plantae	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	 	 	 	 	 		Native	Regularly occurring		 	N	Y		
Fabronia pusilla		Silver Hair Moss		FABRPUS	NBMUS2V030	G4G5	March 31, 2005	SH	April 29, 2015	September 30, 2008	E (May 2012)	 	Red	 		 				1-E (Jan 2005)		 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Hypnales	Fabroniaceae	DCK	2	FVRD	 	CWHdm		Native	Regularly occurring		 	N	Y		
Falco mexicanus		Prairie Falcon		B-PRFA	ABNKD06090	G5	April 07, 2016	S1	April 27, 2018	April 27, 2018	NAR (May 1996)	 	Red	Y (Jun 2006)		 						3 - Sensitive (2005)	I	Vertebrate Animal	birds	Species	Animalia	Craniata	Aves	Falconiformes	Falconidae	DAB;DCC;DCH;DCS;DKA;DKL;DMH;DOS;DRM	3;4;5;8	EKRD;CKRD;SLRD;TNRD;CBRD;KBRD;OSRD	 	BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MS;PP;SBS	Pasture/Old Field;Cultivated Field;Hedgerow;Cliff;Tundra;Meadow;Grassland;Sagebrush Steppe;Antelope-brush Steppe	Native	Regularly occurring	Y	 	N	Y		
Falco peregrinus anatum		Peregrine Falcon, Anatum Subspecies		B-PEFA-AN	ABNKD06071	G4T4	April 07, 2016	S2?	January 04, 2011	January 04, 2011	NAR (Dec 2017)	 	Red	 		 		Y		1-SC (Jun 2012)		 		Vertebrate Animal	birds	Subspecies	Animalia	Craniata	Aves	Falconiformes	Falconidae	DCC;DCH;DCK;DCS;DKA;DKL;DMH;DMK;DOS;DRM;DSC;DSI;DSQ	1;2;3;4;5;6;8	EKRD;MVRD;CRD;CVRD;PWRD;SCRD;CKRD;SLRD;TNRD;CBRD;KBRD;BNRD;OSRD;FVRD	 	BG;BWBS;CDF;CWH;IDF;MS;PP;SBS	Bog;Fen;Swamp;Marsh;Alkali Ponds/Salt Flats;Stream/River;Lake;Pasture/Old Field;Cultivated Field;Hedgerow;Cliff;Rock/Sparsely Vegetated Rock;Talus;Meadow;Grassland;Shrub - Natural;Sagebrush Steppe;Beach;Urban/Suburban;Pond/Open Water;Riparian Herbaceous;Antelope-brush Steppe;Gravel Bar	Native	Regularly occurring	Y	 	N	Y		
Festuca campestris - Eriogonum umbellatum - Eremogone capillaris		Rough fescue - Sulphur buckwheat - Thread-leaved sandwort		 	CEBC003125	GNR		S1	March 28, 2018	March 28, 2018	 	 	Red	 		CCM;COC;CPK;ELV;EPM;FLV;MCR;NKM;SCM;SFH;SPK;SPM;UCV						 		Ecological Community		 	Plant Community	 	 	 	 	DAB;DCO;DKL;DRM	4;7	EKRD;CKRD;CSRD	Elkford;;Kimberley;Sparwood	ESSFdk1/Gg16;ESSFdk1/Vh12;ESSFdk2/Gg16;ESSFdkp/Gg16;ESSFdkw/Gg16;ESSFdkw/Vh12;ESSFwm3/Gg16;ESSFwm4/Gg16;ESSFwmp/Gg16;ESSFwmw/Gg16					Terrestrial Realm - Grassland Group (G): Grassland Class (Gg)		Y		
Festuca campestris - (Festuca idahoensis) - Achillea borealis - Cladonia spp.		Rough fescue - (Idaho fescue) - Yarrow - Clad Lichens		 	CEBC003130	GNR		S1	March 29, 2018	March 29, 2018	 	 	Red	 		EKT						 		Ecological Community		 	Plant Community	 	 	 	 	DRM	4	EKRD	Cranbrook;Kimberley	PPdh2/Gg15					Terrestrial Realm - Grassland Group (G): Grassland Class (Gg)		 		
Festuca campestris - (Pseudoroegneria spicata) - Achillea borealis - Cladonia spp.		Rough Fescue - (Bluebunch Wheatgrass) - Yarrow - Clad Lichens		 	CEBC003133	GNR		S1S2	March 30, 2018	March 30, 2018	 	 	Red	 		CAB;CAP;CCR;COC;EKT;ELV;EPM;FLV;GUU;HOR;MCR;NIB;NOB;NOH;NTU;OKR;PAR;SCR;SFH;SHB;SOB;SOH;SPK;SPM;SRH;THB;TRU;UCV;WOU						 		Ecological Community		 	Plant Community	 	 	 	 	DAB;DCC;DCO;DCS;DKA;DMH;DOS;DRM	3;4;5;8	EKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;KBRD;OSRD	Cranbrook;Cache Creek;Ashcroft;Spallumcheen;Invermere;Radium Hot Springs;Greenwood;Chase;Armstrong;Lumby;Grand Forks;Elkford;Penticton;Barriere;Canal Flats;West Kelowna;Kamloops;Kelowna;Kimberley;Princeton;Golden;Vernon;Summerland;Lake Country;Midway;Coldstream;Merritt;Peachland;Sparwood;Logan Lake;Lytton;Lillooet	BGxh2/06;BGxh2/Gg10;BGxh2/Gg12;BGxw1/06;BGxw1/Gg10;BGxw1/Gg12;ESSFxc2/Gg12;ESSFxc3/Gg12;IDFdk1/Gg10;IDFdk1/Gg12;IDFdk1a/91;IDFdk5/Gg10;IDFdk5/Gg12;IDFdm1/Gg12;IDFdm2/Gg10;IDFdm2/Gg12;IDFxh1/Gg10;IDFxh1/Gg12;IDFxh2/Gg10;IDFxh2/Gg12;IDFxh2a/91;IDFxh4/;IDFxk/Gg10;IDFxk/Gg12;MSdk1/Gg12;MSxk2/Gg12;MSxk3/Gg12;PPdh1/Gg10;PPdh2/Gg15;PPxh2/00;PPxh2/Gg10;PPxh2/Gg12;PPxh3/Gg10					Terrestrial Realm - Grassland Group (G): Grassland Class (Gg)		Y		
Festuca idahoensis - Eriogonum umbellatum - Eremogone capillaris		Idaho Fescue - Sulphur Buckwheat - Thread-leaved Sandwort		 	CEBC003127	GNR		S2	March 29, 2018	March 29, 2018	 	 	Red	 		CCM;COC;CPK;EKT;ELV;EPM;FLV;HOR;MCR;NIB;NKM;NOB;OKR;SCM;SFH;SPK;SPM;WOU						 		Ecological Community		 	Plant Community	 	 	 	 	DAB;DCO;DCS;DKL;DOS;DRM	3;4;7;8	EKRD;CKRD;TNRD;CORD;CSRD;OSRD	Elkford;Canal Flats;;Kimberley;Sparwood	ESSFdk1/Gg14;ESSFdkp/Gg14;ESSFdkw/Gg14;ESSFwm1/Gg14;ESSFwm1/Vh12;ESSFwm3/Gg14;ESSFwm3/Vh12;ESSFwmw/Vh12;ESSFxc1/Gg14;MSdk1/Gg14;MSxk1/Gg14					Terrestrial Realm - Grassland Group (G): Grassland Class (Gg)		Y		
Festuca idahoensis - Pseudoroegneria spicata - Lupinus sericeus - Koeleria macrantha		Idaho Fescue - Bluebunch Wheatgrass - Silky Lupine - Junegrass		 	CEBC003132	GNR		S2	March 30, 2018	March 30, 2018	 	 	Red	 		CAB;CCM;CCR;GUU;HOR;NIB;NOB;NOH;NSH;NTU;OKR;PAR;SCM;SCR;SFH;SHB;SOB;SOH;SPM;SRH;THB;TRU;WOU						 		Ecological Community		 	Plant Community	 	 	 	 	DAB;DCK;DCS;DKA;DKL;DMH;DOS	3;4;8	CKRD;SLRD;TNRD;CORD;NORD;CSRD;KBRD;OSRD;FVRD	Castlegar;Cache Creek;Ashcroft;Spallumcheen;Greenwood;Chase;Armstrong;Lumby;Creston;Fruitvale;Grand Forks;Osoyoos;Penticton;Barriere;West Kelowna;Kamloops;Kelowna;Salmon Arm;Princeton;Trail;Vernon;Summerland;Lake Country;Midway;Sicamous;Coldstream;Oliver;Rossland;Montrose;Warfield;Keremeos;Merritt;Peachland;Logan Lake;Lytton;Lillooet;Nelson	BGxh1/Gg11;BGxh1/Gg13;BGxh2/Gg11;ESSFmh/Gg11;ICHdw4/Gg11;ICHxw/Gg11;IDFdk1/Gg11;IDFdk1/Gg13;IDFdm1/Gg11;IDFdm1/Gg13;IDFxh1/Gg11;IDFxh1/Gg13;IDFxh1a/91;IDFxh2/Gg13;IDFxh4/Gg11;IDFxh4/Gg13;MSdm1/Gg11;MSdm2/Gg11;PPdh1/Gg11;PPdh1/Gg13;PPxh1/Gg11;PPxh1/Gg13;PPxh2/Gg13;PPxh3/Gg11;PPxh3/Gg13					Terrestrial Realm - Grassland Group (G): Grassland Class (Gg)		Y		
Festuca roemeri - Koeleria macrantha		Roemer's Fescue - Junegrass		 	CEBC000860	G1		S1	October 31, 2004	June 15, 2000	 	 	Red	 		JDF;LIM;NAL;SGI;SOG						 		Ecological Community		 	Plant Community	 	 	 	 	DSI	1	CRD;CVRD;RDN;CXRD	Victoria;Highlands;Langford;Sooke;Central Saanich;Lantzville;Oak Bay;Qualicum Beach;View Royal;Colwood;North Saanich;Metchosin;Parksville;Esquimalt;North Cowichan;Saanich;Ladysmith;Nanaimo;Duncan	CDFmm/00;CWHxm1/00					Terrestrial Realm - Grassland Group (G): Grassland Class (Gg)		Y		
Fisherola nuttalli		Shortface Lanx		MO-FISNUT	IMGASL6010	G2	February 09, 2015	S1S2	April 20, 2015	April 30, 2015	E (Apr 2016)	 	Red	 		 						 		Invertebrate Animal	gastropods	Species	Animalia	Mollusca	Gastropoda	Basommatophora	Lymnaeidae	DAB	4	CKRD;KBRD	Elkford;Trail;Sparwood;Fernie	ICH	Stream/River	Native	Regularly occurring		 	N	Y		
Fissidens fontanus		 		FISSFON	NBMUS2W0D0	G5	April 22, 1991	S1	April 29, 2015		 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Fissidentales	Fissidentaceae	DCK	2	FVRD	 	CWH		Native	Regularly occurring		 	N	Y		
Fissidens pauperculus		Poor Pocket Moss		FISSPAU	NBMUS2W0U0	G3?	May 14, 2012	S1	April 29, 2015	May 20, 2002	E (May 2011)	 	Red	 		 				1-E (Jun 2003)		 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Fissidentales	Fissidentaceae	DCK;DSS_B	2	MVRD	 	CWH		Native	Regularly occurring		 	N	Y		
Flavopunctelia flaventior		Speckled mantle		FLAVFLA	NLT0010840	G5	October 02, 2015	S2?	April 29, 2019	April 29, 2019	 	 	Red	 		 						 		Fungus		Species	Plantae	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	DSS_C	6	SKRD	 	BAFAunp		Native	Regularly occurring		 	N	Y		
Flavopunctelia soredica		Powder-edged Speckled Greenshield		 	NLT0010860	G4G5	August 04, 2017	S1S2	April 29, 2019	April 29, 2019	 	 	Red	 		 						 		Fungus		Species	Plantae	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	 	 	 	 	 		Native	Regularly occurring		 		N		
Fluminicola fuscus		Ashy Pebblesnail		MO-FLUFUS	IMGASG3500	G2	February 20, 2015	S1S2	April 20, 2015	April 30, 2015	 	 	Red	 		 						 		Invertebrate Animal	gastropods	Species	Animalia	Mollusca	Gastropoda	Neotaenioglossa	Hydrobiidae	DAB	4	KBRD	Elkford;Sparwood;Fernie	ICH	Stream/River	Native	Regularly occurring		 	N	Y		
Fratercula corniculata		Horned Puffin		B-HOPU	ABNNN12030	G5	April 07, 2016	S2B	March 05, 2015	June 01, 1996	 	 	Red	 		 			Y			2 - May be at risk (2005)		Vertebrate Animal	birds	Species	Animalia	Craniata	Aves	Charadriiformes	Alcidae	DNI;DQC	1;6	MWRD;SQCRD	 	CDF;CWH	Sub-soil;Cliff;Rock/Sparsely Vegetated Rock;Meadow;Shrub - Natural;Subtidal Marine;Marine Island;Sheltered Waters - Marine;Pelagic	Native	Regularly occurring	Y	 	N	Y		
Fraxinus latifolia		Oregon Ash		FRAXLAT	PDOLE040A0	G5	January 16, 1990	S1S2	April 30, 2019	March 31, 2013	 	 	Red	 		 						2 - May be at risk (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Scrophulariales	Oleaceae	DSI	1	CRD;CVRD;ACRD	 	CDFmm;CWHxm	Estuary;Swamp;Stream/River	Native	Regularly occurring		 	N	Y		
Fulmarus glacialis		Northern Fulmar		B-NOFU	ABNDB01010	G5	April 07, 2016	S1B, S4N	March 05, 2015	April 22, 2015	 	 	Red	 		 			Y			4 - Secure (2005)		Vertebrate Animal	birds	Species	Animalia	Craniata	Aves	Procellariiformes	Procellariidae	DNI	1	MWRD	 	CDF;CWH	Kelp Bed;Cliff;Intertidal Marine;Subtidal Marine;Marine Island;Reefs;Eelgrass Beds;Sheltered Waters - Marine;Pelagic	Native	Regularly occurring	Y	 	N	Y		
Fuscocephaloziopsis catenulata	Cephalozia catenulata	 		 	NBHEP0P030	G5	April 15, 1999	SH			 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Hepatophyta	Jungermanniopsida	Jungermanniales	Cephaloziaceae	 	 	 	 	 		Native	Regularly occurring		 		N		
Fuscopannaria crustacea		Encrusting crackers		FUSCCRU	NLT0033240	G3G4	November 15, 2002	S1S2	April 29, 2019	April 29, 2019	 	 	Red	 		 						 		Fungus		Species	Plantae	Ascomycota	Lecanoromycetes	Peltigerales	Pannariaceae	 	 	 	 	 		Native	Regularly occurring		 	N	Y		
Galba cockerelli	Fossaria cockerelli	Cockerell's Fossaria		MO-GALCOC	IMGASL1030	G3G4Q	May 15, 2009	SH	April 20, 2015	April 30, 2015	 	 	Red	 		 						 		Invertebrate Animal	gastropods	Species	Animalia	Mollusca	Gastropoda	Basommatophora	Lymnaeidae	 	 	 	 	 		Native	Regularly occurring		 		N		
